EA,Ticket,Dir,Open_DT,Entry,SL,TP2,Close_DT,Close_Px,PnL,Status
Scalper,233,SELL,2023-01-05 11:20:00,82.75,82.85,82.59,2023-01-05 11:25:00,82.86,-30.16,closed
Scalper,234,BUY,2023-01-05 11:40:00,83.02,82.89,83.23,2023-01-05 11:55:00,82.88,-39.58,closed
Scalper,235,SELL,2023-01-05 11:55:00,82.75,82.74,82.54,2023-01-05 12:15:00,82.75,-0.42,closed
Scalper,237,BUY,2023-01-06 07:40:00,83.31,83.21,83.47,2023-01-06 07:50:00,83.2,-30.79,closed
Scalper,238,BUY,2023-01-06 07:50:00,83.27,83.18,83.41,2023-01-06 07:55:00,83.17,-28.15,closed
Scalper,236,SELL,2023-01-06 07:15:00,83.3,83.26,83.08,2023-01-06 08:00:00,83.27,3.69,closed
Scalper,239,BUY,2023-01-06 08:15:00,83.36,83.24,83.57,2023-01-06 08:20:00,83.23,-38.67,closed
Scalper,240,BUY,2023-01-06 08:35:00,83.06,83.19,83.29,2023-01-06 08:55:00,83.29,27.48,closed
Scalper,241,BUY,2023-01-06 08:45:00,83.17,83.19,83.37,2023-01-06 08:55:00,83.37,24.27,closed
Scalper,242,SELL,2023-01-06 09:30:00,83.55,83.68,83.34,2023-01-06 09:50:00,83.34,65.53,closed
Scalper,243,BUY,2023-01-06 10:25:00,82.69,82.55,82.93,2023-01-06 10:35:00,82.54,-44.9,closed
Scalper,244,BUY,2023-01-06 11:25:00,82.47,82.35,82.68,2023-01-06 11:35:00,82.34,-38.55,closed
Scalper,245,SELL,2023-01-06 11:40:00,82.19,82.09,81.97,2023-01-06 11:55:00,81.97,26.61,closed
Scalper,246,BUY,2023-01-06 12:30:00,81.7,81.59,81.92,2023-01-06 12:35:00,81.58,-38.92,closed
Scalper,247,BUY,2023-01-06 12:55:00,81.72,81.61,81.9,2023-01-06 13:05:00,81.6,-34.21,closed
Scalper,248,SELL,2023-01-06 13:05:00,81.5,81.39,81.31,2023-01-06 13:40:00,81.31,23.67,closed
Scalper,249,BUY,2023-01-06 15:25:00,80.81,80.71,80.99,2023-01-06 15:35:00,80.7,-33.27,closed
Scalper,250,BUY,2023-01-06 15:50:00,80.77,80.77,80.97,2023-01-06 16:10:00,80.76,-0.47,closed
Scalper,251,SELL,2023-01-06 16:15:00,80.53,80.65,80.31,2023-01-06 16:20:00,80.66,-39.54,closed
Scalper,252,SELL,2023-01-06 16:35:00,80.52,80.64,80.29,2023-01-06 16:40:00,80.65,-41.6,closed
Scalper,254,BUY,2023-01-09 07:05:00,80.62,80.5,80.84,2023-01-09 07:10:00,80.49,-39.74,closed
Scalper,253,SELL,2023-01-06 16:50:00,80.48,80.34,80.23,2023-01-09 07:35:00,80.23,30.66,closed
Scalper,255,SELL,2023-01-09 07:25:00,80.38,80.34,80.18,2023-01-09 07:35:00,80.18,23.05,closed
Scalper,256,BUY,2023-01-09 08:15:00,80.08,79.98,80.27,2023-01-09 08:20:00,79.97,-33.98,closed
Scalper,257,BUY,2023-01-09 08:55:00,79.83,79.83,79.97,2023-01-09 09:05:00,79.82,-0.64,closed
Scalper,258,SELL,2023-01-09 09:40:00,79.86,79.96,79.68,2023-01-09 09:45:00,79.97,-33.02,closed
Scalper,259,SELL,2023-01-09 10:30:00,80.33,80.23,80.16,2023-01-09 10:45:00,80.24,11.13,closed
Scalper,260,BUY,2023-01-09 10:45:00,80.5,80.37,80.73,2023-01-09 10:50:00,80.36,-41.85,closed
Scalper,261,SELL,2023-01-09 11:00:00,80.14,80.26,79.91,2023-01-09 11:10:00,80.27,-41.24,closed
Scalper,263,SELL,2023-01-09 11:30:00,80.36,80.47,80.15,2023-01-09 11:35:00,80.48,-38.02,closed
Scalper,262,BUY,2023-01-09 11:15:00,80.44,80.31,80.66,2023-01-09 11:40:00,80.3,-40.31,closed
Scalper,264,SELL,2023-01-09 11:40:00,80.33,80.45,80.1,2023-01-09 11:45:00,80.46,-41.07,closed
Scalper,265,BUY,2023-01-09 12:25:00,80.31,80.23,80.46,2023-01-09 12:30:00,80.22,-28.07,closed
Scalper,266,BUY,2023-01-10 07:00:00,81.41,81.3,81.6,2023-01-10 07:05:00,81.29,-35.37,closed
Scalper,267,SELL,2023-01-10 07:20:00,81.22,81.31,81.04,2023-01-10 07:25:00,81.32,-32.43,closed
Scalper,268,SELL,2023-01-10 07:40:00,81.2,81.13,81.01,2023-01-10 07:55:00,81.14,7.76,closed
Scalper,269,BUY,2023-01-10 08:00:00,81.19,81.26,81.35,2023-01-10 08:15:00,81.25,7.53,closed
Scalper,270,SELL,2023-01-10 08:20:00,81.2,81.13,81.04,2023-01-10 08:30:00,81.14,7.6,closed
Scalper,271,SELL,2023-01-10 08:30:00,80.97,80.92,80.77,2023-01-10 08:40:00,80.93,5.3,closed
Scalper,272,BUY,2023-01-10 08:45:00,81.03,80.92,81.25,2023-01-10 08:55:00,80.91,-38.59,closed
Scalper,273,SELL,2023-01-10 08:55:00,80.86,80.97,80.66,2023-01-10 09:00:00,80.66,59.22,closed
Scalper,274,BUY,2023-01-10 09:25:00,80.83,80.83,81.05,2023-01-10 09:35:00,80.82,-0.35,closed
Scalper,275,SELL,2023-01-10 09:40:00,80.8,80.92,80.58,2023-01-10 09:45:00,80.93,-40.05,closed
Scalper,276,SELL,2023-01-10 09:55:00,80.72,80.66,80.5,2023-01-10 10:10:00,80.67,5.53,closed
Scalper,277,BUY,2023-01-10 10:10:00,80.89,80.75,81.13,2023-01-10 10:25:00,80.74,-44.53,closed
Scalper,278,SELL,2023-01-10 10:30:00,80.72,80.84,80.49,2023-01-10 10:35:00,80.85,-41.07,closed
Scalper,279,SELL,2023-01-10 10:50:00,81.12,81.25,80.9,2023-01-10 10:55:00,81.26,-40.39,closed
Scalper,280,SELL,2023-01-10 11:25:00,81.58,81.72,81.34,2023-01-10 11:30:00,81.73,-44.44,closed
Scalper,281,SELL,2023-01-10 12:15:00,81.94,82.07,81.7,2023-01-10 12:20:00,82.08,-42.06,closed
Scalper,282,BUY,2023-01-10 12:50:00,81.55,81.42,81.77,2023-01-10 12:55:00,81.41,-40.2,closed
Scalper,283,BUY,2023-01-11 07:15:00,82.08,81.99,82.25,2023-01-11 07:25:00,81.98,-31.14,closed
Scalper,284,BUY,2023-01-11 08:00:00,81.95,81.84,82.13,2023-01-11 08:10:00,81.83,-34.02,closed
Scalper,285,BUY,2023-01-11 08:25:00,81.97,81.86,82.15,2023-01-11 08:35:00,81.85,-33.86,closed
Scalper,286,BUY,2023-01-11 09:15:00,81.86,81.76,82.06,2023-01-11 09:20:00,81.75,-35.58,closed
Scalper,287,SELL,2023-01-11 09:40:00,82.0,82.12,81.8,2023-01-11 09:50:00,82.13,-38.3,closed
Scalper,288,BUY,2023-01-11 09:50:00,82.14,82.22,82.32,2023-01-11 10:10:00,82.32,22.01,closed
Scalper,289,SELL,2023-01-11 10:25:00,82.39,82.5,82.22,2023-01-11 10:40:00,82.22,53.35,closed
Scalper,290,BUY,2023-01-11 10:50:00,82.31,82.21,82.51,2023-01-11 11:00:00,82.2,-35.38,closed
Scalper,291,BUY,2023-01-11 11:50:00,82.06,81.94,82.26,2023-01-11 11:55:00,81.93,-36.82,closed
Scalper,292,SELL,2023-01-11 12:10:00,81.66,81.61,81.43,2023-01-11 12:25:00,81.62,4.33,closed
Scalper,293,BUY,2023-01-11 12:35:00,81.64,81.65,81.84,2023-01-11 12:45:00,81.64,-0.46,closed
Scalper,294,SELL,2023-01-11 13:15:00,81.78,81.96,81.47,2023-01-11 13:30:00,81.97,-49.98,closed
Scalper,295,BUY,2023-01-11 13:35:00,81.98,81.83,82.26,2023-01-11 13:45:00,81.82,-49.34,closed
Scalper,296,SELL,2023-01-12 07:05:00,81.86,81.85,81.65,2023-01-12 07:25:00,81.86,-0.56,closed
Scalper,297,BUY,2023-01-12 07:30:00,81.81,81.81,81.96,2023-01-12 07:40:00,81.8,-0.55,closed
Scalper,298,SELL,2023-01-12 07:40:00,81.72,81.82,81.53,2023-01-12 07:45:00,81.53,55.31,closed
Scalper,299,BUY,2023-01-12 08:05:00,81.39,81.27,81.62,2023-01-12 08:10:00,81.26,-41.67,closed
Scalper,300,BUY,2023-01-12 08:25:00,81.25,81.13,81.48,2023-01-12 08:50:00,81.12,-41.56,closed
Scalper,301,SELL,2023-01-12 08:50:00,81.08,81.07,80.89,2023-01-12 09:10:00,81.08,-0.54,closed
Scalper,302,BUY,2023-01-12 09:05:00,81.08,80.98,81.24,2023-01-12 09:20:00,80.97,-30.76,closed
Scalper,303,SELL,2023-01-12 09:30:00,80.89,80.97,80.73,2023-01-12 09:35:00,80.98,-29.72,closed
Scalper,304,BUY,2023-01-12 09:50:00,80.97,80.97,81.13,2023-01-12 10:05:00,80.96,-0.62,closed
Scalper,305,SELL,2023-01-12 10:05:00,80.94,80.88,80.78,2023-01-12 10:20:00,80.89,5.43,closed
Scalper,306,BUY,2023-01-12 10:25:00,80.95,80.85,81.12,2023-01-12 10:35:00,80.84,-31.73,closed
Scalper,307,SELL,2023-01-12 11:05:00,81.05,81.0,80.84,2023-01-12 11:25:00,81.01,5.49,closed
Scalper,308,SELL,2023-01-12 11:20:00,80.89,81.03,80.66,2023-01-12 11:25:00,81.04,-43.1,closed
Scalper,309,SELL,2023-01-12 11:35:00,80.89,81.02,80.64,2023-01-12 12:15:00,81.03,-44.73,closed
Scalper,310,SELL,2023-01-12 12:00:00,80.86,80.97,80.68,2023-01-12 12:15:00,80.98,-34.95,closed
